# Export aus VertriebsSystem v4.2 - 03.01.2026
Auftragsdatum,Region,Produktgruppe,Produkt,Umsatz,Marge
2025-09-20,Süd,Zubehör,Handballenauflage,1312.89,0.38
2025-09-20,Nord,Bürobedarf,Druckerpapier,792.49,0.33
2025-09-21,Süd,Zubehör,USB-Hub,631.97,0.35
2025-09-21,Nord,Zubehör,Handballenauflage,747.60,0.25
2025-09-21,West,Verbrauchsmaterial,Toner,385.54,0.30
2025-09-21,West,Bürobedarf,Stiftebox,505.63,0.31
2025-09-21,Nord,Technik,Headset,2242.43,0.20
2025-09-21,Ost,Verbrauchsmaterial,Klebeband,286.13,0.37
2025-09-21,Nord,Verbrauchsmaterial,Klebeband,477.62,0.18
2025-09-22,West,Zubehör,Monitorarm,787.65,0.35
2025-09-22,West,Möbel,Regal,1537.35,0.30
2025-09-22,Ost,Zubehör,Handballenauflage,639.75,0.29
2025-09-22,Nord,Verbrauchsmaterial,Klebeband,317.26,0.25
2025-09-23,Süd,technik,Tastatur,1163.62,0.26
2025-09-23,West,zubehör,USB-Hub,169.33,0.38
2025-09-23,Süd,Zubehör,USB-Hub,321.59,0.30
2025-09-23,West,verbrauchsmaterial,Druckerpatrone,77.23,0.35
2025-09-23,Süd,Verbrauchsmaterial,Klebeband,266.94,0.33
2025-09-23,Nord,zubehör,Handballenauflage,692.56,0.18
2025-09-23,Süd,Möbel,Schreibtisch,798.70,0.32
2025-09-24,Süd ,Zubehör,USB-Hub,606.62,0.29
2025-09-24,Süd ,Zubehör,Monitorarm,303.41,0.36
2025-09-24,West,Bürobedarf,Ordner,232.00,0.42
2025-09-25,Süd,Technik,Tastatur,1250.89,0.29
2025-09-25,West,Möbel,Regal,1279.85,0.28
2025-09-25,Nord,Möbel,Bürostuhl,2417.59,0.15
2025-09-25,Nord,Möbel,Schreibtisch,1090.52,0.23
2025-09-25,Ost,Möbel,Bürostuhl,1631.27,0.30
2025-09-25,Ost ,Verbrauchsmaterial,Toner,362.90,0.35
2025-09-25,West ,Zubehör,Kabelkanal,916.18,0.31
2025-09-25,Süd,Bürobedarf,Notizbuch,985.00,0.40
2025-09-25,Süd,bürobedarf,Stiftebox,325.35,0.42
2025-09-26,Süd,möbel,Bürostuhl,1896.50,0.30
2025-09-26,Süd,Zubehör,Kabelkanal,820.49,0.31
2025-09-26,West,Bürobedarf,Ordner,639.49,0.42
2025-09-26,Nord,Verbrauchsmaterial,Klebeband,760.66,0.19
2025-09-26,Ost,Möbel,Regal,763.40,0.33
2025-09-27,Süd,Möbel,Regal,1486.81,0.30
2025-09-27,Süd,Zubehör,Monitorarm,404.55,0.43
2025-09-27,Ost ,Technik,Monitor,1295.45,0.30
2025-09-27,Süd,zubehör,Handballenauflage,395.97,0.32
2025-09-27,Süd,Technik,Tastatur,567.30,0.32
2025-09-28,West,Bürobedarf,Stiftebox,421.57,0.35
2025-09-28,Ost,Bürobedarf,Druckerpapier,464.61,0.38
2025-09-28,West,Technik,Tastatur,922.68,0.21
2025-09-28,West,Verbrauchsmaterial,Klebeband,501.07,0.39
2025-09-28,Nord ,Technik,Dockingstation,492.02,0.25
2025-09-28,West,Zubehör,Kabelkanal,369.72,0.36
2025-09-29,Süd,Bürobedarf,Notizbuch,215.79,0.42
2025-09-29,West,Technik,Monitor,1044.68,0.30
2025-09-29,Süd,Verbrauchsmaterial,Druckerpatrone,304.31,0.32
2025-09-29,Ost,Technik,Dockingstation,1546.37,0.29
2025-09-29,West,Zubehör,Handballenauflage,169.83,0.34
2025-09-29,Nord,Bürobedarf,Notizbuch,1145.00,0.24
2025-09-29,Nord,Technik,Headset,1464.14,0.14
2025-09-29,Nord,Möbel,Bürostuhl,1167.35,0.20
2025-09-30,Süd,Technik,Headset,2166.31,0.20
2025-09-30,Süd,Verbrauchsmaterial,Klebeband,409.64,0.35
2025-09-30,Süd,Verbrauchsmaterial,Etiketten,460.69,0.37
2025-10-01,West ,Technik,Tastatur,818.81,0.31
2025-10-01,Ost,Möbel,Regal,4722.42,0.28
2025-10-01,West,Bürobedarf,Druckerpapier,928.48,0.33
2025-10-01,West,Bürobedarf,Stiftebox,249.22,0.39
2025-10-01,Süd,zubehör,Kabelkanal,375.89,0.37
2025-10-01,West ,Verbrauchsmaterial,Klebeband,476.86,0.32
2025-10-01,Ost,Technik,Tastatur,504.73,0.31
2025-10-02,West,Verbrauchsmaterial,Etiketten,220.28,0.24
2025-10-02,West,Bürobedarf,Stiftebox,219.69,0.38
2025-10-02,Süd,Möbel,Schreibtisch,3380.00,0.33
2025-10-02,Nord,Verbrauchsmaterial,Druckerpatrone,301.70,0.24
2025-10-02,Nord,Verbrauchsmaterial,Etiketten,265.45,0.27
2025-10-02,Süd ,Bürobedarf,Druckerpapier,456.07,0.44
2025-10-03,Süd,Zubehör,Handballenauflage,803.44,0.37
2025-10-03,Nord,Technik,Headset,1292.07,0.19
2025-10-03,Nord,Verbrauchsmaterial,Druckerpatrone,389.28,0.23
2025-10-03,Nord,Verbrauchsmaterial,Toner,243.31,0.28
2025-10-03,West,Zubehör,Monitorarm,188.72,0.26
2025-10-03,West,Zubehör,Monitorarm,487.40,0.32
2025-10-03,West,Verbrauchsmaterial,Toner,641.90,0.37
2025-10-03,Ost,Bürobedarf,Druckerpapier,193.15,0.36
2025-10-04,West,Verbrauchsmaterial,Etiketten,315.15,0.28
2025-10-04,West,Zubehör,Kabelkanal,293.69,0.34
2025-10-04,Süd,Möbel,Regal,725.16,0.23
2025-10-04,Ost,Technik,Tastatur,909.49,0.29
2025-10-04,Nord,Technik,Monitor,3105.32,0.15
2025-10-04,West,Zubehör,Handballenauflage,414.23,0.36
2025-10-04,Süd,Technik,Dockingstation,675.59,0.35
2025-10-04,Süd,Bürobedarf,Notizbuch,290.48,0.29
2025-10-04,Süd,Technik,Dockingstation,1534.43,0.25
2025-10-05,West,Zubehör,Monitorarm,1291.41,0.37
2025-10-05,West,Technik,Tastatur,985.13,0.41
2025-10-05,Ost,Möbel,Bürostuhl,911.35,0.31
2025-10-05,Ost,Bürobedarf,Stiftebox,159.27,0.36
2025-10-05,Nord,Technik,Headset,1799.22,0.22
2025-10-05,Süd,Verbrauchsmaterial,Etiketten,425.44,0.41
2025-10-06,Ost,Technik,Dockingstation,1631.83,0.32
2025-10-06,Süd,Zubehör,Kabelkanal,251.58,0.31
2025-10-06,Süd,Zubehör,Handballenauflage,410.38,0.33
2025-10-06,Ost,Bürobedarf,Ordner,214.40,0.29
2025-10-06,Ost,Bürobedarf,Notizbuch,969.40,0.35
2025-10-06,Nord,Verbrauchsmaterial,Etiketten,390.30,0.23
2025-10-06,Süd,Möbel,Rollcontainer,5907.80,0.33
2025-10-07,Süd,Verbrauchsmaterial,Druckerpatrone,669.16,0.30
2025-10-07,Nord,technik,Monitor,959.78,0.22
2025-10-07,Süd,Technik,Headset,912.24,0.29
2025-10-07,West,Zubehör,Handballenauflage,563.46,0.26
2025-10-07,Ost,Technik,Dockingstation,2173.16,0.28
2025-10-08,West,Möbel,Rollcontainer,1336.77,0.28
2025-10-08,Süd,Bürobedarf,Stiftebox,273.79,0.37
2025-10-08,Ost,Technik,Tastatur,2370.66,0.33
2025-10-08,Ost,Verbrauchsmaterial,Toner,881.02,0.29
2025-10-08,Süd,Möbel,Schreibtisch,1215.75,0.29
2025-10-08,Süd,Verbrauchsmaterial,Druckerpatrone,489.54,0.35
2025-10-08,Süd,Bürobedarf,Druckerpapier,1031.41,0.34
2025-10-08,West,Möbel,Bürostuhl,1195.64,0.29
2025-10-08,Ost,Zubehör,Kabelkanal,858.87,0.32
2025-10-08,West,Technik,Monitor,1171.01,0.28
2025-10-08,Nord,Möbel,Schreibtisch,1386.52,0.27
2025-10-08,Nord,Technik,Tastatur,1118.39,0.18
2025-10-09,Nord,Möbel,Regal,1791.04,0.23
2025-10-09,Ost,Zubehör,Kabelkanal,1016.80,0.32
2025-10-09,Süd,zubehör,Monitorarm,590.31,0.37
2025-10-09,West ,Bürobedarf,Ordner,747.94,0.40
2025-10-09,Ost ,Bürobedarf,Ordner,513.28,0.42
2025-10-09,West,Möbel,Schreibtisch,1248.88,0.27
2025-10-09,Ost,Bürobedarf,Ordner,239.66,0.38
2025-10-09,Ost,Technik,Tastatur,653.90,0.39
2025-10-09,West,Verbrauchsmaterial,Klebeband,481.30,0.32
2025-10-09,Nord,Möbel,Schreibtisch,7513.85,0.16
2025-10-10,Süd,Bürobedarf,Druckerpapier,317.65,0.42
2025-10-10,Nord,Zubehör,Monitorarm,837.18,0.24
2025-10-10,Süd,Verbrauchsmaterial,Druckerpatrone,516.86,0.47
2025-10-10,Nord,Verbrauchsmaterial,Druckerpatrone,708.09,0.30
2025-10-10,Nord,Verbrauchsmaterial,Toner,201.77,0.27
2025-10-10,Nord,Möbel,Regal,1817.05,0.18
2025-10-10,Nord,Zubehör,Monitorarm,166.54,0.23
2025-10-10,Ost ,Möbel,Schreibtisch,1269.63,0.22
2025-10-10,Ost,verbrauchsmaterial,Klebeband,187.35,0.40
2025-10-10,Nord,Verbrauchsmaterial,Etiketten,466.61,0.21
2025-10-11,Nord,Zubehör,Monitorarm,820.68,0.22
2025-10-11,Ost,Verbrauchsmaterial,Etiketten,522.69,0.39
2025-10-11,Ost,Bürobedarf,Ordner,100.02,0.44
2025-10-11,West,Technik,Headset,613.35,0.26
2025-10-11,Ost,Technik,Dockingstation,928.05,0.32
2025-10-11,West,Verbrauchsmaterial,Druckerpatrone,438.07,0.33
2025-10-11,West ,Verbrauchsmaterial,Etiketten,888.31,0.32
2025-10-11,Süd,Möbel,Regal,1131.21,0.28
2025-10-11,Nord,Technik,Tastatur,1709.71,0.20
2025-10-11,Süd,Bürobedarf,Notizbuch,505.11,0.37
2025-10-11,Süd,Möbel,Rollcontainer,1809.99,0.34
2025-10-12,Ost,Technik,Monitor,1346.21,0.31
2025-10-12,Süd,Zubehör,USB-Hub,651.97,0.36
2025-10-12,Ost,Verbrauchsmaterial,Etiketten,121.08,0.41
2025-10-12,West,Bürobedarf,Stiftebox,245.43,0.31
2025-10-12,Ost,Verbrauchsmaterial,Etiketten,896.47,0.33
2025-10-13,Süd,zubehör,Handballenauflage,1289.08,0.32
2025-10-13,Ost,Möbel,Regal,1119.28,0.36
2025-10-13,Ost,Bürobedarf,Druckerpapier,264.49,0.38
2025-10-13,Süd,bürobedarf,Notizbuch,361.33,0.32
2025-10-13,Ost,Zubehör,Handballenauflage,651.26,0.38
2025-10-13,Ost,Bürobedarf,Ordner,579.51,0.37
2025-10-14,West,Möbel,Rollcontainer,2648.74,0.33
2025-10-14,West,Verbrauchsmaterial,Toner,289.12,0.30
2025-10-14,Ost ,Technik,Monitor,684.62,0.32
2025-10-14,West,bürobedarf,Stiftebox,169.95,0.33
2025-10-14,West ,Möbel,Bürostuhl,2729.97,0.34
2025-10-14,West,Technik,Monitor,2519.54,0.30
2025-10-14,Ost,Bürobedarf,Druckerpapier,784.49,0.39
2025-10-14,West,Zubehör,Kabelkanal,999.08,0.30
2025-10-15,Ost,Bürobedarf,Notizbuch,158.57,0.31
2025-10-15,Ost,Technik,Tastatur,695.51,0.34
2025-10-15,Süd,Bürobedarf,Stiftebox,492.63,0.36
2025-10-15,Süd,Bürobedarf,Ordner,1061.77,0.38
2025-10-15,Nord,Zubehör,Handballenauflage,412.43,0.20
2025-10-15,West,Technik,Monitor,3217.34,0.34
2025-10-15,Nord,Bürobedarf,Notizbuch,206.11,0.28
2025-10-15,Ost,Bürobedarf,Notizbuch,196.64,0.33
2025-10-15,Nord,Verbrauchsmaterial,Druckerpatrone,354.91,0.18
2025-10-15,West,Technik,Monitor,912.19,0.30
2025-10-15,Süd,Bürobedarf,Druckerpapier,215.28,0.39
2025-10-16,West,bürobedarf,Notizbuch,534.61,0.38
2025-10-16,Ost,Zubehör,Handballenauflage,928.26,0.30
2025-10-16,West,verbrauchsmaterial,Etiketten,349.17,0.41
2025-10-16,West,Verbrauchsmaterial,Toner,360.25,0.29
2025-10-16,West,Technik,Headset,1291.29,0.33
2025-10-16,Ost,Technik,Tastatur,2255.83,0.30
2025-10-16,West,Verbrauchsmaterial,Etiketten,299.86,0.29
2025-10-16,Ost,Zubehör,USB-Hub,369.00,0.35
2025-10-16,Ost,Technik,Tastatur,827.68,0.20
2025-10-17,Ost,Zubehör,Handballenauflage,1127.78,0.37
2025-10-17,Süd,Bürobedarf,Ordner,567.40,0.31
2025-10-17,Nord,Technik,Monitor,2480.31,0.27
2025-10-18,Ost ,Bürobedarf,Stiftebox,625.58,0.43
2025-10-18,Nord,Bürobedarf,Druckerpapier,1036.61,0.26
2025-10-18,Nord,Bürobedarf,Notizbuch,311.80,0.22
2025-10-18,West,zubehör,Kabelkanal,746.19,0.40
2025-10-18,Nord ,Verbrauchsmaterial,Druckerpatrone,274.10,0.19
2025-10-18,Ost,Zubehör,Kabelkanal,249.48,0.35
2025-10-18,Süd,Möbel,Regal,1982.92,0.35
2025-10-18,West,Bürobedarf,Stiftebox,989.50,0.42
2025-10-18,Süd,Zubehör,Monitorarm,364.62,0.42
2025-10-18,Nord,Bürobedarf,Druckerpapier,519.61,0.31
2025-10-19,Nord,Zubehör,Handballenauflage,453.95,0.33
2025-10-19,Nord,Bürobedarf,Druckerpapier,339.69,0.31
2025-10-19,Süd,Zubehör,Monitorarm,228.31,0.41
2025-10-19,Süd,Verbrauchsmaterial,Klebeband,1093.76,0.33
2025-10-20,Ost,Bürobedarf,Stiftebox,473.68,0.39
2025-10-20,Ost,Bürobedarf,Ordner,260.44,0.35
2025-10-20,West,Möbel,Rollcontainer,2544.18,0.20
2025-10-20,Ost,Möbel,Regal,1697.79,0.31
2025-10-20,Ost,Technik,Dockingstation,1184.86,0.31
2025-10-20,Süd,Technik,Monitor,1155.42,0.18
2025-10-20,Ost,Verbrauchsmaterial,Etiketten,449.92,0.32
2025-10-20,West ,Zubehör,USB-Hub,532.33,0.39
2025-10-20,Nord,Möbel,Rollcontainer,2327.72,0.07
2025-10-20,Süd,Zubehör,USB-Hub,793.35,0.44
2025-10-20,Süd,Bürobedarf,Druckerpapier,503.51,0.41
2025-10-21,Nord,Möbel,Schreibtisch,1888.56,0.26
2025-10-21,Süd,Verbrauchsmaterial,Toner,675.85,0.34
2025-10-21,Nord,Bürobedarf,Notizbuch,339.87,0.25
2025-10-21,Süd,Bürobedarf,Druckerpapier,538.70,0.38
2025-10-21,Süd,Technik,Headset,1896.41,0.29
2025-10-21,Süd,Verbrauchsmaterial,Klebeband,132.47,0.41
2025-10-21,West,Technik,Dockingstation,1605.19,0.30
2025-10-21,West,Zubehör,Monitorarm,529.46,0.28
2025-10-22,Nord,Verbrauchsmaterial,Klebeband,377.00,0.20
2025-10-22,Süd,Verbrauchsmaterial,Toner,258.04,0.32
2025-10-22,Ost,Verbrauchsmaterial,Etiketten,803.18,0.37
2025-10-22,Nord,Verbrauchsmaterial,Klebeband,360.07,0.27
2025-10-22,Ost,verbrauchsmaterial,Klebeband,642.32,0.32
2025-10-22,Süd,Technik,Headset,1218.53,0.29
2025-10-22,Nord,Verbrauchsmaterial,Toner,494.26,0.23
2025-10-23,Süd,Technik,Tastatur,1764.07,0.22
2025-10-23,Süd,Verbrauchsmaterial,Etiketten,192.22,0.27
2025-10-23,Süd,Bürobedarf,Ordner,132.07,0.36
2025-10-23,West,Möbel,Bürostuhl,1563.93,0.29
2025-10-23,Süd,Zubehör,USB-Hub,1193.50,0.27
2025-10-23,Ost,Bürobedarf,Druckerpapier,448.80,0.27
2025-10-23,Süd,Möbel,Bürostuhl,1006.34,0.38
2025-10-23,West ,Möbel,Rollcontainer,1206.96,0.35
2025-10-23,Nord,Zubehör,Monitorarm,973.16,0.20
2025-10-23,Ost,Bürobedarf,Druckerpapier,614.16,0.35
2025-10-23,West,Technik,Tastatur,1456.78,0.31
2025-10-24,Ost ,Technik,Tastatur,1609.02,0.29
2025-10-24,Süd,Bürobedarf,Ordner,250.24,0.39
2025-10-24,Süd,Verbrauchsmaterial,Etiketten,382.34,0.43
2025-10-24,Nord,Zubehör,Monitorarm,189.08,0.20
2025-10-24,West ,Bürobedarf,Notizbuch,517.28,0.36
2025-10-24,Nord,Bürobedarf,Notizbuch,280.40,0.28
2025-10-24,Süd ,Zubehör,Kabelkanal,251.69,0.40
2025-10-24,West,Verbrauchsmaterial,Klebeband,496.11,0.37
2025-10-25,Nord,Verbrauchsmaterial,Etiketten,883.54,0.24
2025-10-25,Ost,Möbel,Rollcontainer,1932.67,0.32
2025-10-25,Ost,Verbrauchsmaterial,Druckerpatrone,666.42,0.40
2025-10-25,Nord,bürobedarf,Stiftebox,326.94,0.27
2025-10-25,Nord ,verbrauchsmaterial,Druckerpatrone,545.80,0.20
2025-10-25,Süd,Technik,Tastatur,797.52,0.27
2025-10-25,Süd,Bürobedarf,Stiftebox,799.97,0.33
2025-10-26,Süd,Zubehör,Handballenauflage,504.23,0.28
2025-10-26,Nord,Verbrauchsmaterial,Klebeband,853.80,0.35
2025-10-26,Ost ,zubehör,USB-Hub,651.56,0.33
2025-10-26,Nord,Bürobedarf,Druckerpapier,481.85,0.28
2025-10-27,Süd,Technik,Headset,1154.87,0.24
2025-10-27,West,Bürobedarf,Stiftebox,418.32,0.36
2025-10-27,Süd,Technik,Tastatur,329.27,0.27
2025-10-28,Ost ,Verbrauchsmaterial,Etiketten,119.74,0.31
2025-10-28,Ost,Bürobedarf,Ordner,276.26,0.39
2025-10-28,West,Technik,Monitor,1904.24,0.29
2025-10-28,Ost,Bürobedarf,Notizbuch,283.11,0.39
2025-10-29,West,Zubehör,Monitorarm,492.91,0.30
2025-10-29,Nord,Möbel,Regal,1299.60,0.13
2025-10-29,West,Möbel,Bürostuhl,3985.41,0.34
2025-10-29,Ost,Möbel,Rollcontainer,1528.73,0.37
2025-10-29,Ost,Bürobedarf,Notizbuch,277.35,0.30
2025-10-29,Süd,Möbel,Schreibtisch,1047.21,0.29
2025-10-29,West,Technik,Tastatur,1604.98,0.29
2025-10-30,West,Bürobedarf,Stiftebox,396.39,0.37
2025-10-30,Süd,Bürobedarf,Stiftebox,193.08,0.41
2025-10-30,West,Technik,Headset,1634.35,0.28
2025-10-30,Ost,bürobedarf,Notizbuch,468.87,0.36
2025-10-30,Süd,Möbel,Regal,2225.19,0.27
2025-10-30,West,Zubehör,Handballenauflage,834.90,0.32
2025-10-30,Süd,Bürobedarf,Stiftebox,370.88,0.30
2025-10-31,Nord,Technik,Dockingstation,1417.35,0.18
2025-10-31,Süd,Verbrauchsmaterial,Etiketten,483.33,0.33
2025-10-31,Ost,verbrauchsmaterial,Klebeband,494.20,0.38
2025-10-31,Nord,Verbrauchsmaterial,Etiketten,271.83,0.23
2025-10-31,Süd,Bürobedarf,Stiftebox,297.91,0.44
2025-10-31,Nord,Verbrauchsmaterial,Etiketten,210.13,0.22
2025-10-31,Süd,Möbel,Schreibtisch,1097.31,0.29
2025-10-31,West,Möbel,Regal,742.89,0.34
2025-11-01,Ost,Bürobedarf,Notizbuch,416.84,0.36
2025-11-01,Ost,Verbrauchsmaterial,Etiketten,293.38,0.28
2025-11-01,Ost,Technik,Monitor,1158.50,0.32
2025-11-01,Süd,Möbel,Bürostuhl,1258.54,0.32
2025-11-01,Ost,Technik,Tastatur,953.07,0.31
2025-11-01,Ost,Zubehör,USB-Hub,267.00,0.28
2025-11-02,Nord,Zubehör,Kabelkanal,743.29,0.31
2025-11-02,Süd,Technik,Tastatur,4179.03,0.28
2025-11-02,Ost,Zubehör,Kabelkanal,793.40,0.36
2025-11-02,Süd,Bürobedarf,Notizbuch,334.41,0.33
2025-11-02,Süd,Technik,Tastatur,1487.04,0.36
2025-11-03,Nord,Bürobedarf,Notizbuch,964.65,0.25
2025-11-03,Ost,Verbrauchsmaterial,Druckerpatrone,544.45,0.28
2025-11-03,West,Technik,Dockingstation,1206.18,0.32
2025-11-03,West,Technik,Tastatur,2910.60,0.23
2025-11-03,West,Verbrauchsmaterial,Klebeband,246.81,0.32
2025-11-03,Süd,Technik,Dockingstation,281.07,0.23
2025-11-03,Ost,Bürobedarf,Stiftebox,457.37,0.35
2025-11-03,Süd,Zubehör,Handballenauflage,201.55,0.34
2025-11-03,Süd,technik,Dockingstation,996.87,0.30
2025-11-03,Ost,Bürobedarf,Druckerpapier,164.79,0.40
2025-11-03,Ost,Verbrauchsmaterial,Druckerpatrone,471.73,0.35
2025-11-03,West,Zubehör,USB-Hub,955.70,0.31
2025-11-04,Süd,Bürobedarf,Ordner,161.25,0.39
2025-11-04,West,Bürobedarf,Ordner,234.92,0.45
2025-11-04,Süd,Bürobedarf,Stiftebox,146.44,0.41
2025-11-04,Ost ,Bürobedarf,Notizbuch,415.42,0.39
2025-11-05,Nord,Technik,Dockingstation,757.79,0.19
2025-11-05,Ost,Verbrauchsmaterial,Etiketten,861.93,0.32
2025-11-05,Nord ,Zubehör,Kabelkanal,639.35,0.28
2025-11-05,Ost,Verbrauchsmaterial,Druckerpatrone,2170.07,0.32
2025-11-05,Nord,Möbel,Bürostuhl,5756.39,0.12
2025-11-05,West,Zubehör,Kabelkanal,1532.54,0.43
2025-11-05,West,Zubehör,Handballenauflage,277.34,0.37
2025-11-05,Ost,Möbel,Regal,1513.94,0.31
2025-11-06,Nord,Technik,Headset,686.86,0.23
2025-11-06,Ost,Möbel,Rollcontainer,1947.70,0.27
2025-11-06,Süd,Möbel,Rollcontainer,1448.93,0.37
2025-11-07,West,Technik,Tastatur,939.72,0.29
2025-11-07,Ost,Bürobedarf,Notizbuch,596.57,0.41
2025-11-07,Nord,Bürobedarf,Notizbuch,217.17,0.27
2025-11-07,Süd,möbel,Schreibtisch,850.73,0.28
2025-11-07,Ost,Technik,Dockingstation,816.54,0.28
2025-11-07,Nord,Technik,Headset,903.58,0.19
2025-11-07,West ,Bürobedarf,Stiftebox,204.43,0.34
2025-11-07,Nord,Verbrauchsmaterial,Toner,346.53,0.28
2025-11-07,West,Verbrauchsmaterial,Klebeband,436.54,0.31
2025-11-08,Süd,Zubehör,Monitorarm,1415.98,0.40
2025-11-08,Nord,Möbel,Regal,1958.64,0.19
2025-11-08,West,Bürobedarf,Stiftebox,306.11,0.37
2025-11-08,Ost,Möbel,Regal,989.80,0.28
2025-11-08,Ost,Technik,Dockingstation,629.45,0.33
2025-11-08,Nord,Möbel,Schreibtisch,1482.61,0.21
2025-11-08,Süd,Bürobedarf,Ordner,247.73,0.32
2025-11-08,Ost,Bürobedarf,Ordner,742.09,0.36
2025-11-09,Ost,Möbel,Regal,2345.48,0.33
2025-11-09,Ost,Bürobedarf,Notizbuch,647.10,0.29
2025-11-09,Süd,Technik,Dockingstation,680.41,0.38
2025-11-09,West,Technik,Dockingstation,2495.37,0.31
2025-11-09,West,Bürobedarf,Druckerpapier,120.70,0.40
2025-11-10,Süd,Technik,Tastatur,3640.22,0.37
2025-11-10,Ost,Zubehör,Monitorarm,295.78,0.32
2025-11-10,Ost,Technik,Monitor,1287.00,0.31
2025-11-10,Süd,Zubehör,Monitorarm,801.21,0.37
2025-11-10,Ost,Zubehör,Monitorarm,454.50,0.37
2025-11-10,Süd,Verbrauchsmaterial,Druckerpatrone,818.69,0.40
2025-11-11,West,möbel,Schreibtisch,849.59,0.34
2025-11-11,West,bürobedarf,Notizbuch,215.03,0.36
2025-11-11,Ost,Verbrauchsmaterial,Druckerpatrone,316.07,0.38
2025-11-11,West,Zubehör,Monitorarm,559.86,0.36
2025-11-11,Ost,Bürobedarf,Stiftebox,229.31,0.42
2025-11-11,Süd,Bürobedarf,Stiftebox,237.91,0.33
2025-11-11,Süd ,Bürobedarf,Druckerpapier,264.00,0.41
2025-11-11,West,Zubehör,Handballenauflage,879.29,0.33
2025-11-11,Nord,Bürobedarf,Stiftebox,190.70,0.30
2025-11-12,Ost,Verbrauchsmaterial,Etiketten,353.91,0.35
2025-11-12,Süd,Möbel,Bürostuhl,1275.35,0.26
2025-11-12,West,Bürobedarf,Druckerpapier,426.60,0.39
2025-11-12,Süd ,Möbel,Rollcontainer,953.24,0.22
2025-11-12,Ost,technik,Monitor,1297.81,0.28
2025-11-12,Ost,bürobedarf,Druckerpapier,341.78,0.38
2025-11-12,Nord,Technik,Monitor,546.03,0.16
2025-11-13,Süd,Bürobedarf,Druckerpapier,571.19,0.35
2025-11-13,Ost,zubehör,Kabelkanal,708.31,0.29
2025-11-13,Ost,Zubehör,Monitorarm,310.69,0.37
2025-11-13,Süd,Zubehör,Monitorarm,1346.92,0.36
2025-11-13,Ost,Verbrauchsmaterial,Druckerpatrone,677.67,0.34
2025-11-13,West,Bürobedarf,Druckerpapier,491.37,0.36
2025-11-13,Ost,Verbrauchsmaterial,Etiketten,365.23,0.38
2025-11-13,Süd,Bürobedarf,Notizbuch,345.37,0.32
2025-11-13,Nord,Bürobedarf,Notizbuch,197.40,0.28
2025-11-13,Nord,Verbrauchsmaterial,Klebeband,271.96,0.23
2025-11-13,West,Möbel,Bürostuhl,2253.15,0.29
2025-11-13,West,Möbel,Schreibtisch,6846.56,0.31
2025-11-14,Süd,Zubehör,Handballenauflage,310.66,0.35
2025-11-14,Ost,Möbel,Bürostuhl,1467.06,0.32
2025-11-14,Ost,Verbrauchsmaterial,Druckerpatrone,208.06,0.31
2025-11-14,Süd,technik,Tastatur,931.94,0.20
2025-11-15,Ost,Möbel,Rollcontainer,627.48,0.32
2025-11-15,West,Möbel,Regal,829.21,0.30
2025-11-15,Süd,Technik,Tastatur,765.01,0.30
2025-11-15,Süd,Möbel,Bürostuhl,1375.04,0.26
2025-11-15,Nord,technik,Headset,926.77,0.21
2025-11-16,Süd,Bürobedarf,Ordner,381.80,0.42
2025-11-16,Nord,bürobedarf,Notizbuch,210.53,0.19
2025-11-16,Süd,Bürobedarf,Stiftebox,348.16,0.43
2025-11-16,Ost,Verbrauchsmaterial,Druckerpatrone,1106.58,0.32
2025-11-16,Süd,Bürobedarf,Ordner,350.72,0.33
2025-11-16,Ost,Möbel,Bürostuhl,1979.24,0.28
2025-11-16,Ost,Technik,Tastatur,1459.09,0.32
2025-11-17,Nord,Zubehör,Kabelkanal,538.07,0.18
2025-11-17,Süd,Möbel,Regal,1448.07,0.32
2025-11-17,Nord ,Technik,Dockingstation,1444.44,0.20
2025-11-17,Süd,Bürobedarf,Druckerpapier,159.73,0.41
2025-11-17,Süd,Verbrauchsmaterial,Klebeband,1163.64,0.29
2025-11-17,Süd,Möbel,Regal,1985.41,0.32
2025-11-18,Nord,Verbrauchsmaterial,Toner,305.19,0.17
2025-11-18,Ost,Verbrauchsmaterial,Klebeband,1794.14,0.33
2025-11-18,Ost,Bürobedarf,Druckerpapier,194.28,0.39
2025-11-18,West,Verbrauchsmaterial,Druckerpatrone,212.97,0.27
2025-11-18,West,Bürobedarf,Druckerpapier,354.84,0.36
2025-11-18,Nord,Zubehör,Monitorarm,357.73,0.33
2025-11-18,Nord,Verbrauchsmaterial,Klebeband,189.19,0.27
2025-11-18,Süd,Möbel,Rollcontainer,576.80,0.25
2025-11-19,Ost,Verbrauchsmaterial,Klebeband,273.81,0.36
2025-11-19,West,Bürobedarf,Stiftebox,288.25,0.39
2025-11-19,Ost,Bürobedarf,Ordner,210.60,0.37
2025-11-19,Süd,Verbrauchsmaterial,Toner,327.39,0.37
2025-11-19,Ost,Zubehör,USB-Hub,775.89,0.38
2025-11-19,West,möbel,Rollcontainer,1656.04,0.34
2025-11-19,West,Möbel,Rollcontainer,631.15,0.30
2025-11-20,West,Technik,Dockingstation,2039.64,0.25
2025-11-21,Süd,Möbel,Bürostuhl,1306.14,0.30
2025-11-21,West ,Verbrauchsmaterial,Toner,306.41,0.38
2025-11-21,West,Technik,Tastatur,1036.86,0.29
